Name,Code,Date,Close,break_30d_day,break_52w_day,MACD_SIG_day,MACD_SIG_variation_day,MACD_HIST_week,EMA_25_Deviation_day,EMA_percentile_10,RSI_25_day,RSI_percentile_10,RSI_14_day,RSI_sig_14_day,vr_day,vr_percentile_10,BBAND_L2_day,MACD_Sign,EMA_dev_Sign,RSI_Sign,break_30d_Sign,break_52w_Sign,vr_Sign,BBAND_L2_Sign
ダーデン レストランツ,DRI,2024-11-19 00:00:00+00:00,160.3,170.9,175.9,1.5,-0.1,0,-2.5,-2.8,49.4,39.9,44.7,55.5,152.3,61.5,155.1,0,0,0,0,0,0,0
ダヴィータ,DVA,2024-11-19 00:00:00+00:00,154.1,164.8,165.2,-1.3,0.3,0,0.7,-3.1,51.3,39.2,52.2,49.5,128.6,62.2,136.1,0,0,0,0,0,0,0
ディア & カンパニー,DE,2024-11-19 00:00:00+00:00,397.8,412.4,446.3,-1.5,-0.2,0,0.7,-3.1,51.3,40.8,50.3,46.3,136.8,66.7,385.9,0,0,0,0,0,0,0
デルタ エア ラインズ,DAL,2024-11-19 00:00:00+00:00,61.3,64.8,64.8,3.1,-0.0,0,-0.5,-4.4,66.8,36.8,64.3,75.3,165.9,52.8,52.0,0,0,0,0,0,0,0
デンツプライ シロナ,XRAY,2024-11-19 00:00:00+00:00,18.1,24.7,41.5,-1.6,-0.1,0,-2.9,-3.7,30.6,33.1,27.9,27.3,49.4,54.3,15.0,0,0,0,0,0,1,0
デボン エナジー,DVN,2024-11-19 00:00:00+00:00,37.9,43.0,54.5,-0.5,0.0,0,-1.3,-5.0,41.7,39.6,40.6,42.2,57.5,58.2,37.7,0,0,0,0,0,1,0
デクスコム,DXCM,2024-11-19 00:00:00+00:00,74.7,76.3,140.4,0.5,0.2,0,3.2,-5.2,56.0,36.0,64.6,57.0,115.3,52.5,66.5,0,0,0,0,0,0,0
ダイヤモンドバック エナジー,FANG,2024-11-19 00:00:00+00:00,179.1,195.0,210.9,-1.0,0.1,0,0.5,-4.9,48.5,40.3,50.0,47.4,123.7,54.9,173.6,0,0,0,0,0,0,0
DLR,DLR,2024-11-19 00:00:00+00:00,182.5,183.3,183.3,4.4,-0.1,0,2.3,-3.1,65.7,39.6,66.3,64.9,138.9,57.5,166.9,0,0,0,0,0,0,0
ディスカバー ファイナンシャル サービス,DFS,2024-11-19 00:00:00+00:00,169.4,182.6,182.6,7.9,0.1,0,-0.2,-4.0,64.6,39.0,63.7,70.6,98.9,64.2,134.0,0,0,0,0,0,0,0
ダラー ジェネラル,DG,2024-11-19 00:00:00+00:00,76.4,83.6,172.2,-2.0,0.0,0,-0.1,-3.1,38.1,34.9,41.5,37.1,82.4,55.6,73.4,0,0,0,0,0,0,0
ダラー ツリー,DLTR,2024-11-19 00:00:00+00:00,64.7,69.6,154.3,-1.8,0.1,0,1.9,-3.7,42.9,34.3,49.2,41.6,69.5,54.9,59.8,0,0,0,0,0,0,0
ドミニオン エナジー,D,2024-11-19 00:00:00+00:00,57.0,60.9,60.9,-0.2,-0.0,0,0.2,-2.6,49.8,37.2,47.8,46.7,96.4,55.2,55.0,0,0,0,0,0,0,0
ドミノ ピザ,DPZ,2024-11-19 00:00:00+00:00,436.0,459.7,533.6,4.7,0.0,0,0.5,-3.0,54.3,37.6,56.5,56.6,122.4,53.4,401.6,0,0,0,0,0,0,0
ドーバー,DOV,2024-11-19 00:00:00+00:00,197.3,204.6,204.6,3.1,0.0,0,-0.7,-2.5,57.5,40.7,56.0,62.7,106.0,57.9,181.7,0,0,0,0,0,0,0
ダウ,DOW,2024-11-19 00:00:00+00:00,43.3,53.8,60.0,-1.7,-0.1,0,-4.1,-3.2,25.8,37.4,16.5,23.4,35.2,56.9,42.6,0,1,1,0,0,1,0
DTE エナジー,DTE,2024-11-19 00:00:00+00:00,119.9,130.0,130.0,-1.6,-0.0,0,0.3,-2.3,45.6,40.2,44.4,41.0,115.8,65.0,114.1,0,0,0,0,0,0,0
デューク エナジー,DUK,2024-11-19 00:00:00+00:00,112.1,120.8,120.8,-1.0,-0.0,0,0.4,-2.1,47.5,41.7,46.2,42.2,101.9,62.1,107.7,0,0,0,0,0,0,0
デュポン ド ヌムール,DD,2024-11-19 00:00:00+00:00,80.8,86.8,89.5,-0.4,-0.1,0,-1.8,-3.1,43.0,38.6,36.3,43.7,49.6,62.9,80.8,0,0,0,0,0,1,0
DXCテクノロジー,DXC,2024-11-19 00:00:00+00:00,19.2,22.8,28.5,0.2,-0.0,0,-7.4,-4.8,43.1,38.1,37.6,52.8,213.6,63.5,18.6,0,1,0,0,0,0,0
イーストマンケミカル,EMN,2024-11-19 00:00:00+00:00,101.2,110.6,113.8,-1.3,0.0,0,-0.2,-3.0,46.0,39.3,43.7,41.8,65.4,60.6,97.7,0,0,0,0,0,0,0
イートン,ETN,2024-11-19 00:00:00+00:00,353.4,372.0,372.0,7.7,-0.0,0,-0.6,-2.6,57.6,43.0,55.5,61.4,153.5,65.6,320.9,0,0,0,0,0,0,0
イーベイ,EBAY,2024-11-19 00:00:00+00:00,60.4,67.2,67.2,-0.6,0.0,0,-0.9,-3.5,46.7,39.8,43.0,45.1,69.9,63.3,57.4,0,0,0,0,0,0,0
エコラボ,ECL,2024-11-19 00:00:00+00:00,242.7,261.5,261.5,-1.4,-0.1,0,-1.2,-2.7,44.3,40.0,39.7,45.1,82.1,65.9,238.4,0,0,0,0,0,0,0
エジソン インターナショナル,EIX,2024-11-19 00:00:00+00:00,83.6,86.0,87.7,-0.6,0.1,0,1.4,-2.5,52.5,40.5,55.1,46.0,135.8,58.8,79.5,0,0,0,0,0,0,0
エドワーズライフサイエンス,EW,2024-11-19 00:00:00+00:00,68.3,70.6,95.6,-0.3,0.0,0,2.7,-3.6,52.4,37.4,57.5,48.5,104.9,61.8,63.9,0,0,0,0,0,0,0
エレクトロニック アーツ,EA,2024-11-19 00:00:00+00:00,162.1,164.1,164.1,3.9,0.2,0,2.2,-2.4,70.0,39.4,74.8,73.8,325.4,65.9,139.1,0,0,0,0,0,0,0
イーライ リリィ,LLY,2024-11-19 00:00:00+00:00,712.4,932.1,960.0,-29.4,-2.2,0,-7.3,-2.6,34.0,43.1,28.8,36.4,51.4,62.4,698.6,0,1,1,0,0,1,0
エマソン エレクトリック,EMR,2024-11-19 00:00:00+00:00,127.2,130.2,130.2,4.5,0.2,0,2.0,-2.8,71.6,40.2,76.5,74.3,171.1,62.5,99.2,0,0,0,0,0,0,0
エンフェーズ エナジー,ENPH,2024-11-19 00:00:00+00:00,60.4,105.3,189.7,-9.0,-0.2,0,-5.7,-8.0,28.8,36.8,24.7,24.3,52.5,54.0,51.9,0,0,0,0,0,1,0
エンタジー,ETR,2024-11-19 00:00:00+00:00,147.4,154.8,154.8,4.2,0.0,0,0.9,-2.5,69.0,40.3,67.7,70.6,209.8,58.6,131.7,0,0,0,0,0,0,0
EOG リソーシズ,EOG,2024-11-19 00:00:00+00:00,134.8,136.5,137.9,1.4,0.3,0,2.6,-4.2,62.9,40.3,71.4,62.2,139.1,59.3,115.0,0,0,0,0,0,0,0
エキファックス,EFX,2024-11-19 00:00:00+00:00,241.2,291.2,307.1,-6.1,-0.5,0,-5.6,-3.6,31.1,37.8,24.3,33.8,40.1,56.3,245.5,0,1,1,0,0,1,1
EQIX,EQIX,2024-11-19 00:00:00+00:00,905.0,921.1,921.1,7.1,-0.3,0,1.0,-3.1,57.6,39.6,57.2,55.6,113.0,61.5,870.2,0,0,0,0,0,0,0
EQR,EQR,2024-11-19 00:00:00+00:00,73.6,76.1,78.1,-0.3,0.1,0,1.1,-2.9,52.5,37.4,54.2,49.1,90.4,54.7,68.7,0,0,0,0,0,0,0
ESS,ESS,2024-11-19 00:00:00+00:00,298.7,307.3,315.1,1.4,0.3,0,0.3,-3.0,54.3,36.8,55.3,54.2,130.4,49.4,276.3,0,0,0,0,0,0,0
エスティ ローダー,EL,2024-11-19 00:00:00+00:00,63.0,96.1,203.9,-6.7,0.0,0,-3.0,-4.2,29.7,33.3,26.1,26.3,70.9,49.2,49.4,0,0,1,0,0,0,0
エッツィ,ETSY,2024-11-19 00:00:00+00:00,48.8,54.0,101.7,0.0,-0.0,0,-3.7,-6.5,43.6,36.9,41.0,48.8,87.1,47.9,46.5,0,0,0,0,0,0,0
エバジー,EVRG,2024-11-19 00:00:00+00:00,63.0,63.9,63.9,0.5,0.1,0,1.1,-2.4,61.6,39.0,64.0,60.6,147.7,58.8,58.5,0,0,0,0,0,0,0
エバーソース エナジー,ES,2024-11-19 00:00:00+00:00,61.1,67.1,74.3,-1.1,-0.0,0,-0.3,-2.9,41.7,37.8,40.1,38.6,94.3,58.5,58.0,0,0,0,0,0,0,0
エクセロン,EXC,2024-11-19 00:00:00+00:00,38.7,41.0,43.2,-0.4,0.0,0,0.9,-2.3,49.3,39.7,49.3,41.6,146.8,60.8,36.8,0,0,0,0,0,0,0
エクスペディア グループ,EXPE,2024-11-19 00:00:00+00:00,175.6,184.3,184.3,7.2,0.1,0,0.4,-4.4,68.1,39.2,67.3,73.6,257.4,60.1,146.7,0,0,0,0,0,0,0
エクスペディターズ インターナショナル オブ ワシントン,EXPD,2024-11-19 00:00:00+00:00,117.8,123.0,131.4,-0.7,0.0,0,-0.9,-2.4,46.0,40.5,44.8,46.3,63.6,64.8,115.9,0,0,0,0,0,1,0
EXR,EXR,2024-11-19 00:00:00+00:00,164.2,172.1,183.1,-2.1,0.1,0,0.8,-3.2,47.8,38.4,49.0,43.0,66.1,57.9,158.2,0,0,0,0,0,0,0
エクソン モービル,XOM,2024-11-19 00:00:00+00:00,118.2,124.1,125.4,0.3,-0.0,0,-0.7,-3.0,50.5,40.1,48.2,51.9,117.5,62.3,115.3,0,0,0,0,0,0,0
F5,FFIV,2024-11-19 00:00:00+00:00,234.0,246.9,246.9,6.1,-0.1,0,-1.3,-3.0,60.7,39.1,55.9,67.0,139.8,65.1,213.0,0,0,0,0,0,0,0
ファスナル,FAST,2024-11-19 00:00:00+00:00,80.7,84.3,84.3,2.4,-0.0,0,-0.5,-2.4,64.1,39.8,61.6,70.9,117.6,61.5,73.3,0,0,0,0,0,0,0
FRT,FRT,2024-11-19 00:00:00+00:00,111.8,114.9,117.4,0.1,-0.0,0,-0.5,-3.3,49.0,38.9,47.2,50.1,103.5,61.2,109.7,0,0,0,0,0,0,0
フェデックス,FDX,2024-11-19 00:00:00+00:00,291.0,295.2,313.5,3.9,0.4,0,1.5,-3.4,60.2,38.6,66.9,63.7,241.6,57.2,261.4,0,0,0,0,0,0,0
フィデリティナショナルインフォメーションサービス,FIS,2024-11-19 00:00:00+00:00,85.6,90.9,90.9,0.4,-0.1,0,-1.8,-3.6,49.6,36.4,43.3,53.4,111.3,57.4,84.7,0,0,0,0,0,0,0
フィフス サード バンコープ,FITB,2024-11-19 00:00:00+00:00,46.1,47.3,47.3,0.9,0.0,0,0.0,-3.8,61.5,39.1,61.6,65.3,117.4,57.9,41.7,0,0,0,0,0,0,0
ファーストエナジー,FE,2024-11-19 00:00:00+00:00,41.2,44.3,44.5,-0.5,-0.0,0,-0.1,-2.5,42.8,38.8,40.8,37.9,56.6,62.7,39.8,0,0,0,0,0,1,0
FISV,FISV,2024-11-18 00:00:00+00:00,210.6,214.9,214.9,6.2,-0.0,0,1.0,-1.3,69.4,44.2,68.1,71.3,188.1,66.5,190.8,0,0,0,0,0,0,0
FMC,FMC,2024-11-19 00:00:00+00:00,54.4,66.6,110.0,-1.3,-0.2,0,-3.6,-3.8,35.6,35.8,28.3,35.7,98.4,60.6,52.7,0,0,1,0,0,0,0
フォード モーター,F,2024-11-19 00:00:00+00:00,11.0,11.4,15.4,0.1,0.0,0,0.9,-4.6,53.5,37.3,57.7,54.9,150.6,60.0,10.1,0,0,0,0,0,0,0
フォーティネット,FTNT,2024-11-19 00:00:00+00:00,89.7,99.2,99.2,3.1,0.2,0,0.0,-3.8,63.2,41.3,61.1,67.1,105.1,64.2,70.6,0,0,0,0,0,0,0
フォーティブ,FTV,2024-11-19 00:00:00+00:00,73.9,78.4,86.3,-0.3,0.0,0,-0.4,-2.7,48.7,39.8,47.5,47.9,64.5,64.9,70.6,0,0,0,0,0,1,0
フォックス A,FOXA,2024-11-19 00:00:00+00:00,44.8,47.5,47.5,1.0,0.0,0,-0.3,-3.0,62.4,41.0,60.1,69.7,155.0,65.6,40.0,0,0,0,0,0,0,0
フォックス B,FOX,2024-11-19 00:00:00+00:00,42.2,44.2,44.2,1.0,0.0,0,0.6,-3.0,67.2,40.2,66.6,73.0,187.5,57.0,36.7,0,0,0,0,0,0,0
フランクリン リソーシズ,BEN,2024-11-19 00:00:00+00:00,21.3,21.8,30.2,0.3,0.0,0,0.5,-3.6,54.4,37.3,56.8,56.7,140.5,53.1,19.5,0,0,0,0,0,0,0
フリーポート マクモラン,FCX,2024-11-19 00:00:00+00:00,43.1,50.0,54.9,-0.8,-0.1,0,-1.3,-4.9,44.2,40.0,41.4,42.1,61.3,62.1,41.6,0,0,0,0,0,1,0
ガーミン,GRMN,2024-11-19 00:00:00+00:00,206.6,213.6,213.6,10.0,0.1,0,0.3,-2.6,69.3,38.1,71.4,74.5,204.9,56.6,155.1,0,0,0,0,0,0,0
ガートナー,IT,2024-11-19 00:00:00+00:00,514.6,551.8,551.8,5.3,-0.3,0,-2.1,-2.6,50.6,42.4,45.4,56.0,86.7,62.0,490.9,0,0,0,0,0,0,0
ジェネラック ホールディングス,GNRC,2024-11-19 00:00:00+00:00,179.6,195.1,195.1,6.2,-0.0,0,-0.8,-5.7,60.2,36.5,58.0,65.3,174.0,46.2,153.2,0,0,0,0,0,0,0
ゼネラル ダイナミクス,GD,2024-11-19 00:00:00+00:00,279.6,314.0,314.0,-0.2,-0.6,0,-4.9,-2.1,38.1,41.6,31.3,46.9,90.8,69.4,280.9,0,1,1,0,0,0,1
ゼネラル エレクトリック,GE,2024-11-19 00:00:00+00:00,175.7,194.2,194.2,-0.9,-0.0,0,-0.9,-3.3,48.2,39.3,45.4,47.5,73.9,66.6,168.9,0,0,0,0,0,0,0
ゼネラル ミルズ,GIS,2024-11-19 00:00:00+00:00,62.3,72.5,82.7,-1.7,-0.1,0,-2.8,-2.1,28.0,38.5,19.9,22.2,38.1,67.0,61.6,0,1,1,0,0,1,0
ゼネラル モーターズ,GM,2024-11-19 00:00:00+00:00,54.8,57.7,57.7,2.0,0.0,0,-0.9,-4.2,61.6,37.9,60.4,70.2,198.5,62.7,48.9,0,0,0,0,0,0,0
ジェニュイン パーツ,GPC,2024-11-19 00:00:00+00:00,121.2,143.6,169.8,-2.9,0.3,0,-0.2,-2.7,42.9,38.4,45.0,43.5,128.9,60.9,110.2,0,0,0,0,0,0,0
ギリアド サイエンシズ,GILD,2024-11-19 00:00:00+00:00,86.1,97.9,97.9,1.9,-0.2,0,-4.0,-2.4,50.0,37.5,42.0,61.6,118.6,62.7,84.0,0,1,0,0,0,0,0
グローバル ペイメンツ,GPN,2024-11-19 00:00:00+00:00,114.0,116.4,139.0,3.0,0.2,0,1.3,-3.9,62.9,36.0,68.3,66.8,116.1,54.4,93.4,0,0,0,0,0,0,0
グローブ ライフ,GL,2024-11-19 00:00:00+00:00,107.8,111.1,128.4,0.7,0.0,0,-0.2,-2.3,54.2,40.7,52.3,54.0,108.0,70.0,102.4,0,0,0,0,0,0,0
ゴールドマン サックス グループ,GS,2024-11-19 00:00:00+00:00,575.5,602.3,602.3,19.5,0.5,0,0.1,-2.9,64.6,40.7,64.8,69.8,157.5,57.7,480.0,0,0,0,0,0,0,0
ハリバートン,HAL,2024-11-19 00:00:00+00:00,30.0,30.8,43.3,0.1,0.1,0,1.7,-4.7,53.5,38.4,58.3,53.6,110.0,67.4,26.6,0,0,0,0,0,0,0
ヘインズブランズ,HBI,2024-11-19 00:00:00+00:00,8.1,8.4,8.4,0.2,0.0,0,3.8,-5.2,68.0,36.0,74.0,66.1,228.7,48.0,6.5,0,0,0,0,0,0,0
ハスブロ,HAS,2024-11-19 00:00:00+00:00,60.8,72.9,72.9,-1.7,-0.1,0,-3.0,-3.7,33.8,36.7,25.5,31.9,44.7,51.4,60.2,0,0,1,0,0,1,0
HCA ヘルスケア,HCA,2024-11-19 00:00:00+00:00,330.6,415.5,415.5,-11.0,-0.5,0,-3.8,-3.2,34.1,39.5,27.1,33.7,48.6,66.2,320.2,0,1,1,0,0,1,0
ヘンリー シャイン,HSIC,2024-11-19 00:00:00+00:00,73.2,73.9,82.1,-0.5,0.1,0,6.4,-2.8,59.0,39.1,65.1,46.0,119.6,59.5,65.6,0,0,0,0,0,0,0
ヘス,HES,2024-11-19 00:00:00+00:00,145.0,146.9,166.1,1.6,0.2,0,1.9,-4.3,60.2,40.3,66.3,60.5,97.1,63.6,132.0,0,0,0,0,0,0,0
ヒューレット パッカード エンタープライズ,HPE,2024-11-19 00:00:00+00:00,20.9,22.0,22.0,0.4,0.0,0,-0.9,-3.8,55.3,38.6,54.0,59.4,114.4,58.7,18.7,0,0,0,0,0,0,0
ヒルトン ワールドワイド ホールディングス,HLT,2024-11-19 00:00:00+00:00,245.7,252.6,252.6,4.3,0.0,0,0.0,-3.1,62.7,43.7,61.9,66.6,209.2,64.8,227.3,0,0,0,0,0,0,0
ホロジック,HOLX,2024-11-19 00:00:00+00:00,78.0,83.7,83.7,-0.5,-0.0,0,-0.5,-2.3,45.5,39.1,43.4,45.1,128.0,60.9,76.5,0,0,0,0,0,0,0
ホーム デポ,HD,2024-11-19 00:00:00+00:00,399.4,418.6,418.6,1.3,0.1,0,-0.4,-2.6,53.3,38.9,50.7,52.9,90.1,57.4,384.0,0,0,0,0,0,0,0
ハネウェル インターナショナル,HON,2024-11-19 00:00:00+00:00,226.3,233.9,233.9,3.8,0.4,0,1.2,-2.4,63.4,39.3,65.9,65.0,143.9,62.2,194.4,0,0,0,0,0,0,0
ホーメル フーズ,HRL,2024-11-19 00:00:00+00:00,29.1,32.2,41.6,-0.3,-0.0,0,-2.4,-2.3,36.4,35.5,30.6,37.5,79.7,61.4,29.2,0,1,0,0,0,0,1
HST,HST,2024-11-19 00:00:00+00:00,17.1,18.1,21.1,0.0,-0.0,0,-2.0,-3.7,45.9,40.5,41.7,48.9,59.0,62.9,16.9,0,0,0,0,0,1,0
ハウメット エアロスペース,HWM,2024-11-19 00:00:00+00:00,113.0,115.8,115.8,2.8,0.1,0,2.2,-3.0,64.9,41.9,66.3,64.3,163.3,71.6,93.7,0,0,0,0,0,0,0
HP,HPQ,2024-11-19 00:00:00+00:00,36.7,37.7,38.4,0.2,-0.0,0,0.3,-3.4,54.3,40.9,54.6,54.5,118.8,69.0,35.3,0,0,0,0,0,0,0
ヒューマナ,HUM,2024-11-19 00:00:00+00:00,268.4,289.4,524.2,-0.5,0.4,0,-1.3,-3.2,45.9,37.0,48.6,50.4,125.9,54.2,245.1,0,0,0,0,0,0,0
ハンチントン バンクシェアーズ,HBAN,2024-11-19 00:00:00+00:00,17.5,17.8,17.8,0.6,0.0,0,1.7,-3.9,70.6,38.5,73.5,74.1,157.9,55.8,14.5,0,0,0,0,0,0,0
ハンティントン インガルス インダストリーズ,HII,2024-11-19 00:00:00+00:00,191.4,261.9,296.4,-15.0,-0.0,0,-3.6,-3.0,30.5,38.3,28.1,30.0,70.3,57.1,157.5,0,1,1,0,0,0,0
インターナショナル ビジネス マシーンズ,IBM,2024-11-19 00:00:00+00:00,206.2,235.3,235.3,-2.8,-0.1,0,-0.8,-2.3,44.7,39.5,39.4,41.0,38.8,63.4,198.1,0,0,0,0,0,1,0
アイデックス,IEX,2024-11-19 00:00:00+00:00,222.8,234.9,245.9,5.0,0.0,0,-0.8,-2.4,58.7,39.1,57.3,64.3,95.1,58.9,196.9,0,0,0,0,0,0,0
アイデックス ラボラトリーズ,IDXX,2024-11-19 00:00:00+00:00,414.6,478.0,576.9,-12.7,0.2,0,-1.5,-3.6,38.3,38.7,37.3,35.7,74.9,51.1,396.0,0,0,0,0,0,0,0
イリノイ ツール ワークス,ITW,2024-11-19 00:00:00+00:00,266.1,275.5,275.5,3.6,-0.0,0,-0.7,-2.2,57.6,39.3,55.5,62.9,109.3,67.2,249.4,0,0,0,0,0,0,0
イルミナ,ILMN,2024-11-19 00:00:00+00:00,129.1,155.1,204.2,1.7,-0.6,0,-7.0,-4.9,42.5,34.6,32.6,50.5,67.9,48.8,130.9,0,1,0,0,0,0,1
インサイト,INCY,2024-11-19 00:00:00+00:00,65.0,83.4,83.4,3.0,-0.3,0,-12.7,-3.1,43.7,36.2,36.6,65.1,129.0,55.0,61.5,0,1,0,0,0,0,0
インガーソール ランド,IR,2024-11-19 00:00:00+00:00,99.8,104.8,104.8,1.3,0.0,0,-1.2,-2.9,54.2,41.9,51.8,58.4,74.8,66.0,91.6,0,0,0,0,0,0,0
インテル,INTC,2024-11-19 00:00:00+00:00,24.1,26.2,50.8,0.6,0.0,0,0.1,-4.8,53.8,34.3,55.5,57.3,115.1,53.0,20.7,0,0,0,0,0,0,0
インターコンチネンタル エクスチェンジ,ICE,2024-11-19 00:00:00+00:00,156.8,166.9,166.9,-1.4,-0.0,0,0.4,-2.2,48.0,40.7,46.5,43.7,91.4,61.4,148.4,0,0,0,0,0,0,0
インターナショナルフレーバーアンドフレグランス,IFF,2024-11-19 00:00:00+00:00,86.2,106.1,106.1,-3.2,-0.2,0,-3.4,-3.9,32.3,37.6,27.4,31.3,58.9,58.4,81.6,0,0,1,0,0,0,0
インターナショナル ペーパー,IP,2024-11-19 00:00:00+00:00,56.6,58.8,58.8,2.3,0.0,0,1.0,-3.2,66.6,38.2,67.4,69.5,212.7,61.0,45.7,0,0,0,0,0,0,0
インターパブリック グループ,IPG,2024-11-19 00:00:00+00:00,27.1,32.1,40.9,-0.5,-0.1,0,-4.5,-2.9,33.4,38.6,25.7,35.2,67.5,57.5,27.2,0,1,1,0,0,0,1
インテュイット,INTU,2024-11-19 00:00:00+00:00,632.4,706.2,706.2,14.1,0.4,0,-4.5,-3.4,49.6,42.3,46.0,62.3,125.2,66.9,569.5,0,1,0,0,0,0,0
インテュイティブ サージカル,ISRG,2024-11-19 00:00:00+00:00,526.5,537.8,537.8,10.2,0.1,0,0.3,-3.2,62.5,39.7,62.9,65.5,136.4,60.8,492.0,0,0,0,0,0,0,0
インベスコ,IVZ,2024-11-19 00:00:00+00:00,17.1,18.6,18.6,0.1,-0.0,0,-2.2,-4.3,48.1,38.0,42.8,51.0,95.8,55.2,17.0,0,0,0,0,0,0,0
IPG フォトニクス,IPGP,2024-11-19 00:00:00+00:00,71.7,85.8,139.7,1.3,-0.4,0,-5.9,-4.5,43.9,36.5,37.1,51.8,80.8,58.4,70.3,0,1,0,0,0,0,0
IQVIAホールディングス,IQV,2024-11-19 00:00:00+00:00,189.1,236.7,259.1,-6.3,-0.5,0,-5.7,-3.6,33.5,38.9,29.1,35.9,58.9,53.0,187.8,0,1,1,0,0,0,0
IRM,IRM,2024-11-19 00:00:00+00:00,114.6,128.1,128.1,-0.9,-0.2,0,-0.6,-2.8,47.6,42.6,43.4,45.7,109.1,66.7,108.2,0,0,0,0,0,0,0
JB ハント トランスポート サービシズ,JBHT,2024-11-19 00:00:00+00:00,180.1,197.2,218.8,3.9,-0.2,0,-1.9,-2.8,53.3,40.4,50.0,59.9,152.7,63.3,170.0,0,0,0,0,0,0,0
ジャック ヘンリー アンド アソシエーツ,JKHY,2024-11-19 00:00:00+00:00,170.7,186.1,186.1,-0.9,-0.3,0,-2.1,-2.4,40.3,40.3,29.9,40.6,50.9,64.3,169.6,0,0,0,0,0,1,0
ジェイコブズ ソリューションズ,J,2024-11-19 00:00:00+00:00,131.1,149.2,149.2,2.3,-0.4,0,-6.4,-2.5,43.6,42.3,33.8,59.0,71.5,63.7,134.1,0,1,0,0,0,0,1
JM スマッカー,SJM,2024-11-19 00:00:00+00:00,109.8,121.7,153.6,-1.6,-0.1,0,-0.7,-2.4,41.4,39.1,40.0,36.9,102.3,65.2,107.2,0,0,0,0,0,0,0
ジョンソン & ジョンソン,JNJ,2024-11-19 00:00:00+00:00,152.1,165.9,174.5,-2.0,-0.1,0,-0.9,-1.8,37.8,38.4,32.3,33.9,74.4,56.4,148.9,0,0,1,0,0,0,0
ジョンソンコントロールズインターナショナル,JCI,2024-11-19 00:00:00+00:00,82.5,86.6,86.6,2.0,0.1,0,0.1,-3.0,63.1,36.4,62.5,66.5,102.0,66.5,71.1,0,0,0,0,0,0,0
JPモルガン チェース,JPM,2024-11-19 00:00:00+00:00,241.6,247.1,247.1,5.9,0.2,0,1.6,-2.8,70.6,40.2,76.6,73.6,195.7,62.8,212.4,0,0,0,0,0,0,0
ジュニパー ネットワークス,JNPR,2024-11-19 00:00:00+00:00,34.9,39.3,39.3,-0.3,-0.1,0,-5.9,-2.8,18.0,38.6,10.8,33.3,43.0,61.7,35.8,0,1,1,0,0,1,1
ケラノバ,K,2024-11-19 00:00:00+00:00,80.4,81.2,81.2,0.2,-0.0,0,-0.3,-2.0,61.3,39.9,44.7,56.7,98.5,56.7,80.3,0,0,0,0,0,0,0
キーコープ,KEY,2024-11-19 00:00:00+00:00,18.8,20.0,20.0,0.5,0.0,0,0.7,-4.1,64.0,38.4,65.4,67.5,133.0,60.2,16.2,0,0,0,0,0,0,0
キーサイト テクノロジー,KEYS,2024-11-19 00:00:00+00:00,147.9,165.4,172.6,0.6,-0.3,0,-3.4,-3.2,44.9,38.1,38.4,49.3,61.2,64.8,145.0,0,1,0,0,0,1,0
キンバリー-クラーク,KMB,2024-11-19 00:00:00+00:00,134.9,146.1,148.4,-2.1,0.1,0,1.4,-1.9,46.2,38.5,49.5,37.7,73.9,54.5,130.3,0,0,0,0,0,0,0
KIM,KIM,2024-11-19 00:00:00+00:00,24.8,25.1,25.1,0.3,0.0,0,1.2,-3.5,65.9,38.7,69.5,65.6,149.5,58.8,23.3,0,0,0,0,0,0,0
キンダー モーガン,KMI,2024-11-19 00:00:00+00:00,27.6,27.8,27.8,0.9,0.0,0,3.7,-2.5,75.0,40.2,77.8,73.3,186.9,61.2,23.2,0,0,0,0,0,0,0
KLA,KLAC,2024-11-19 00:00:00+00:00,609.4,829.7,892.3,-21.6,-0.8,0,-4.3,-3.8,35.3,42.5,29.5,35.4,53.5,62.2,612.5,0,1,1,0,0,1,1
クラフト ハインツ,KHC,2024-11-19 00:00:00+00:00,30.5,36.0,38.7,-0.7,-0.1,0,-3.9,-2.6,30.8,35.8,24.7,30.4,39.1,52.9,30.1,0,1,1,0,0,1,0
クローガー,KR,2024-11-19 00:00:00+00:00,57.5,59.9,59.9,0.8,-0.0,0,-1.1,-2.2,55.4,41.4,51.9,61.4,165.9,69.5,54.8,0,0,0,0,0,0,0
L3ハリス テクノロジーズ,LHX,2024-11-19 00:00:00+00:00,242.6,264.2,264.2,3.2,-0.4,0,-2.6,-2.6,49.2,40.0,43.3,56.7,101.3,66.8,237.0,0,0,0,0,0,0,0
ラボラトリー コーポレーション オブ アメリカ ホールディングス,LH,2024-11-19 00:00:00+00:00,231.2,246.2,246.2,4.6,-0.0,0,-1.4,-2.5,54.9,40.0,52.8,63.3,119.2,50.9,217.0,0,0,0,0,0,0,0
ラム リサーチ,LRCX,2024-11-19 00:00:00+00:00,69.6,85.7,112.7,-1.0,-0.1,0,-4.1,-4.5,39.6,40.3,35.2,42.7,69.6,58.4,69.5,0,0,1,0,0,0,0
ラム ウェストン ホールディングス,LW,2024-11-19 00:00:00+00:00,74.0,81.2,115.1,2.3,-0.2,0,-4.0,-3.3,51.7,35.1,43.8,63.6,113.0,61.8,73.9,0,1,0,0,0,0,0
